,clean_message
2169,one thing i hate be the mode set button at the side .
2170,excel servic ! ! ! ! ! ! ! ! .
2171,thank you for wast my money .
2172,how can that be ? the audio qualiti be poor .
2173,the igo charger and tip be realli great .
2174,the file browser offer all the option that one needs.handsfre be great .
2175,superb phone on a great network .
2176,"i connect my wife 's bluetooth , ( motorola hs850 ) to my phone and it work like a charm whether the phone be in my pocket or the case ."
2177,"i put the late o on it ( v1.15g ) , and it now like to slow to a crawl and lock up everi onc in a while ."
2178,it onli recogn the phone a it storag devic .
2179,"if you like a loud buzz to overrid all your convers , then thi phone be for you !"
2180,do n't buy thi product .
2181,i 've have thi bluetoooth headset for some time now and still not comfort with the way it fit on the ear .
2182,the sound qualiti be good and function be awesom .
2183,"i have thi phone and it be a thorn in my side , i realli abhor it ."
2184,i recent have problem where i could not stay connect for more than 10 minut befor be disconnect .
2185,incred ! .
2186,design flaw ? .
2187,great phone ! .
2188,wast of 13 buck .
2189,"but when i check voic mail at night , the keypad backlight turn off a few second into the first messag , and then i 'm lose ."
2190,the replac die in a few week .
2191,ani ring tone .. overal good phone to buy ..
2192,late they have be extrem nice and help on the phone .
2193,i have have problem wit hit drop signal and more .
2194,not impress .
2195,"light weight , i hardli notic it be there ."
2196,you 'll love how thin it be .
2197,bad choic .
2198,the pleather case do n't fit .
2199,"useless phone , simpli deaf ."
2200,"the color be even pretti than i think it would be , and the graphic be incred sharp ."
2201,all in all i think it be a good invest .
2202,it make veri strang tick nois befor it end the call .
2203,the best electron of the avail fm transmitt .
2204,batteri last onli a few hour .
2205,"great headset , veri impress - h500 ."
2206,"the `` 1.2 `` mega pixel camera , be a part of a phone , be reason good7 ."
2207,i 've have thi for nearli 2 year and it have work great for me .
2208,good transmit audio .
2209,we be send it back .
2210,i do not bother contact the compani for few dollar product but i learn the lesson that i should not have buy thi form onlin anyway .
2211,"if you hate earbug , avoid thi phone by all mean ."
2212,great price also !
2213,"the rang be veri decent , i 've be abl to roam around my hous with the phone in the live room with no reception/sound qualiti issu ."
2214,fast servic .
2215,i would highli recommend thi .
2216,i would recommend thi .
2217,"i also do n't like the `` on `` button , it felt like it would crack with use ."
2218,worst phone ever .
2219,i 'm still infatu with thi phone .
2220,freez frequently4 .
2221,it 's kind of embarrass to use becaus of how it look and mostli it 's embarrass how child-lik the compani be .
2222,"simpl , lightweight and great fit ."
2223,"all in all , i 'd expect a good consum experi from motorola ."
2224,there 's a horribl tick sound in the background on all my call that i have never experi befor .
2225,these be certainli veri comfort and function be decent .
2226,i usual do n't like headband but thi one be veri lightweight & do n't mess up my hair .
2227,i 'm a bit disappoint .
2228,"i have have thi phone for over a year now , and i will tell you , it not that great ."
2229,i order thi for soni ericsson w810i but i think it onli work onc ( that when i first use it ) .
2230,the batteri be complet useless to me .
2231,what a big wast of time .
2232,do n't wast your $ $ $ on thi one .
2233,great sound and servic .
2234,realli pleas with thi product so far .
2235,one of my favorit purchas ever .
2236,best bluetooth on the market .
2237,authent leather with nice shine and comfort .i recommend you thi case ! !
2238,i be veri excit to get thi headset becaus i think it be realli cute .
2239,do not make the same mistak a me .
2240,big disappoint with calendar sync .
2241,the phone be unus and be not new .
2242,worst custom servic ever .
2243,"no addit ear gel provid , and no instruct whatsoev ."
2244,it defeat the purpos of a bluetooth headset .
2245,worth everi penni .
2246,excel wallet type phone case .
2247,nice headphon for the price and they work great !
2248,internet be excrutiatingli slow .
2249,"it be veri comfort to wear as well , which be probabl the most import aspect about use a case ."
2250,"it 's fit like a glove and be strong , secur , and durabl ."
2251,o my gosh the best phone i have ever have .
2252,it 's veri attract and appear to be of good qualiti .
2253,i love all the featur and form factor .
2254,thi product have a strong rubber/petroleum smell that be unbear after a while and caus me to return it
2255,poor qualiti and servic .
2256,"the cabl look so thin and flimsi , it be scari ."
2257,great earpiec .
2258,excel hand free tool .
2259,great for use with your home stereo .
2260,good product - incred valu .
2261,onli have thi a month but it 's work flawlessli so far .
2262,work great .
2263,absolutel junk .
2264,that one do n't work either .
2265,batteri life be real good .
2266,return 8 hour later .
2267,it 's a great item .
2268,do n't wast your money ! .
2269,love thi headset !
2270,"not onli will it drain your player , but may also potenti fri it ."
2271,work perfectli !
2272,unreli - i 'm give up .
2273,i give it 5 star becaus of the sound qualiti .
2274,avoid thi one if you can .
2275,revers plug work great .
2276,i wast my littl money with thi earpiec .
2277,veri good phone .
2278,"best of all be the rotat featur , veri help ."
2279,comfort for our whole famili .
2280,"good product , good seller ."
2281,i love thi bluetooth !
2282,"first of all , it do n't wear well ."
2283,i be veri impress with thi headset from plantron .
2284,i get it becaus it be so small and ador .
2285,great phone ! .
2286,i would n't recommend buy thi product .
2287,piec of junk .
2288,poorli contstruct hing .
2289,"thi item be great , instal it , let it charg up overnit and it have be work good everi sinc with no problem"
2290,great phone .
2291,do n't buy it .
2292,excel phone .
2293,do not purchas thi phone .
2294,the voic recognit thru the handset be excel .
2295,thi be hand down the best phone i 've ever have .
2296,"work great , when my cat attack the phone he scratch the protect strip instead of destroy the screen ."
2297,thi one work and be price right .
2298,custom servic be terribl .
2299,batteri life still not long enough in motorola razor v3i .
2300,send it back .
2301,now i know that i make a wise decis .
2302,someon shouldv invent thi sooner .
2303,good price .
2304,everyth work on the first try.th devic be certainli engin in a clever way and the construct feel good .
2305,i receiv it quickli and it work great ! !
2306,have be work great .
2307,"a mani peopl complain , i find thi headset 's microphon be veri weak ."
2308,my 5-year old nokia 2160 from tracfon hold the charg a lot good than thi .
2309,they do not care about the consum one bit .
2310,"thi be a good batteri , and it get here realli fast ."
2311,the instruct manual be lack .
2312,also it slim enough to fit into my alarm clock dock station without remov the case .
2313,phone now hold charg like it do when it be new .
2314,the batteri be unreli as well a the servic use antena .
2315,it 's uncomfort and the sound qualiti be quit poor compar with the phone ( razr ) or with my previou wire headset ( that plug into an lg ) .
2316,we have get a lot of compliment on it .
2317,thi be definit a must have if your state do not allow cell phone usag while drive .
2318,i want my money back .
2319,i love thi devic .
2320,i be also veri happi with the price .
2321,i order thi product first and be unhappi with it immedi .
2322,the ngage be still lack in earbud .
2323,i be abl to do voic dial in the car with no problem .
2324,"i have 2-3 bar on my cell phone when i be home , but you cant not hear anyth ."
2325,"good item , low price ."
2326,"however-th riington be not the best , and neither be the game ."
2327,the plug do not work veri well .
2328,amazon suck .
2329,rip off -- -- over charg ship .
2330,veri comfort .
2331,the batteri be work well a a replac for the origin that come with the phone over 2 year ago .
2332,the recept be excel !
2333,"it fit comfort in either ear , the sound be clear and loud , and the charg last a coupl of day ."
2334,"veri clear , qualiti sound and you do n't have to mess with the sound on your ipod sinc you have the sound button on the headset ."
2335,1. long last batteri ( you do n't have to recharg it as frequentyli a some of the flip phone ) 2 .
2336,obvious there be a problem with the adhes .
2337,veri disappoint .
2338,"it be an inexpens piec , but i would still have expect good qualiti ."
2339,it be practic useless and do not add ani kind of boost to my recept after i buy it .
2340,excel sound qualiti .
2341,be not happi .
2342,a piec of junk that break after be on my phone for 2 day ! ! !
2343,new batteri work great in phone .
2344,worst custom servic .
2345,"i 've drop my phone more time than i can say , even on concret and my phone be still great ( knock on wood ! ) ."
2346,recept be terribl and full of static .
2347,good audio qualiti .
2348,thi littl devic have transform my organiz capabl and make my life a whole lot easi .
2349,"i be sit in my vehicl , with the cradl on my belt , and the headset lose signal ."
2350,be jerk on the phone .
2351,work like a charm .. work a advertis .
2352,"comfort , nice rang , good batteri life ."
2353,their network coverag in lo angel be horribl .
2354,excel starter wireless headset .
2355,"the loudspeak option be great , the bumper with the light be veri ... appeal ."
2356,the onli thing that i think could improv be the sound leak out from the headset .
2357,"first off the recept suck , i have never have more than 2 bar , ever ."
2358,the phone get extrem hot !
2359,"the microphon also work well , but ( accord to peopl i have call ) it applifi everyth ."
2360,nice design and qualiti .
2361,"also , if your phone be drop , thi case be not go to save it , special when drop face down ."
2362,"it be light , easi to use , and have veri clear recept and transmiss ."
2363,"bad fit , way too big ."
2364,it definit be not as good a my s11 .
2365,awesom devic .
2366,wast of money .
2367,"i have order a motorola data cabl , get a veri well finish and work product ."
2368,love thi phone .
2369,i be look for thi headset for a long time and now that i 've get it i could n't be happi .
2370,"i 'll be drivng along , and my headset start ring for no reason ."
2371,display be excel and camera be as good a ani from that year .
2372,batteri life be also great !
2373,the bad phone i 've ever have .... onli have it for a few month .
2374,not a good item .. it work for a while then start have problem in my auto revers tape player .
2375,thi be so embarass and also my ear hurt if i tri to push the ear plug into my ear .
2376,protect the phone on all side .
2377,thi be a veri averag phone with bad batteri life that oper on a weak network .
2378,"clear skype call , long batteri life , long rang ."
2379,soyo technolog suck .
2380,great hand free devic .
2381,"you can even take self portrait with the outsid ( exterior ) display , veri cool ."
2382,same problem a other have mention .
2383,after tri mani mani handsfre gadget thi be the one that final work well .
2384,magic help .
2385,the bad piec of crap ever along with the verizon custom servic .
2386,poor sound qualiti .
2387,the best phone in market : ) .
2388,it work veri well .
2389,the compani ship my product veri promptli and it work well .
2390,exactli what i want .
2391,the pictur resolut be far below what other comparably-pr phone be offer today .
2392,thi be a great deal .
2393,"excel product , i be veri satisfi with the purchas ."
2394,i highli recommend these and encourag peopl to give them a tri .
2395,good than you 'd expect .
2396,"use all earpiec , leav or right , thi thing will not stay on my ear ."
2397,great product and price .
2398,"sound good reason price and effect , it that simpl !"
2399,still wait ...... i 'm sure thi item would work well .. if i ever reciev it !
2400,what a disappoint
2401,veri prompt servic .
2402,excel product for the price .
2403,veri pleas with thi headset .
2404,do n't wast your money and time .
2405,i especi love the long batteri life .
2406,"it 's so stupid to have to keep buy new charger , car charger , cradl , headphon and car kit everi time a new phone come out ."
2407,work great .
2408,plantron bluetooth excel buy .
2409,i come over from verizon becaus cingulair have nicer cell phone .... the first thing i notic be the realli bad servic .
2410,i 'll be look for a new earpiec .
2411,i highli recommend thi devic to everyon !
2412,jawbon era be awesom too !
2413,we receiv a white color batteri that go dead after a coupl hoursth origin use to last a week - but still last long than thereplac
2414,after a year the batteri go complet dead on my headset .
2415,"i have use sever phone in two year , but thi one be the best ."
2416,an awesom new look for fall 2000 ! .
2417,thi be the first phone i 've have that have be so cheapli make .
2418,"att be not clear , sound be veri distort and you have to yell when you talk ."
2419,the plastic break realli easi on thi clip .
2420,price be good too .
2421,do n't make the same mistak i do .
2422,oh and i forget to also mention the weird color effect it have on your phone .
2423,i 'm use it with an iriv spinn ( with case ) and it fit fine .
2424,also the area where my unit break ) .- i 'm not too fond of the magnet strap .
2425,"overal , i be psych to have a phone which have all my appoint and contact in and get great recept ."
2426,"everi thing on phone work perfectli , she like it ."
2427,"anoth note about thi phone 's appear be that it realli look rather bland , especi in the all black model ."
2428,it 's realli easi .
2429,my sanyo have surviv dozen of drop on blacktop without ill effect .
2430,fantast earphon .
2431,it find my cell phone right away when i enter the car .
2432,low qualiti .
2433,i highli recommend thi modest price cellular phone .
2434,but it do get good recept and clariti than ani phone i 've have befor .
2435,warn - stay away .
2436,i wish i could return the unit and get back my money .
2437,awsom devic work great ! ! .
2438,i use to talk on it for 1 - 1 1/2 hour and the batteri would be liter drain and die .
2439,"if you do n't find it , too bad , a again the unit come with one earpad only.i would not recommend thi to anyon ."
2440,veri displeas .
2441,"i might have get a defect , but i would not risk buy it again becaus of the built qualiti alon ."
2442,they make thi case too small and be veri difficult to instal .
2443,restor my phone to like new perform .
2444,"i would recommend purchas the jabra jx-10 seri 2 which work flawlessli with my moto q , go figur ."
2445,"i search the internet , and find thi one to be the best valu ."
2446,do not fit .
2447,veri happi with thi product .
2448,"the screen size be big , key pad lit well enough , and the camera qualiti be excel for a camera phone ."
2449,there 's realli noth bad i can say about thi headset .
2450,"i 'm glad i find thi product on amazon it be hard to find , it be n't high price ."
2451,portabl and it work .
2452,"my colleagu & i now get great reception.a littl expens , but perform be great ."
2453,i even fulli charg it befor i go to bed and turn off blue tooth and wi-fi and notic that it onli have 20 % leav in the morn .
2454,i 've also have problem with the phone read the memori card in which i alway turn it on and then off again .
2455,not good when wear a hat or sunglass .
2456,time shipment and qualiti product .
2457,nice solid keyboard .
2458,veri well make and fit my surefir gx2 perfectli .
2459,horribl phone .
2460,bt50 batteri junk ! .
2461,we would recommend these to other .
2462,cant get the softwar to work with my comput .
2463,disappoint ! .
2464,poor voic clariti .
2465,the batteri work great !
2466,no buyer remors on thi one ! .
2467,veri disappoint in accessoryon .
2468,i find thi inexcus and so will probabl be return thi phone and perhap chang carrier .
2469,look great and be strong . ``
2470,"i have have tmobil servic for 2 or 3 year now , and i be pretti happi with it ."
2471,the updat procedur be difficult and cumbersom .
2472,disappoint .. i hate anyth that go in my ear .
2473,great softwar for motorola .
2474,the deliveri be on time .
2475,veri easi to use .
2476,"uncomfort in the ear , do n't use with lg vx9900 ( env ) ."
2477,the volum switch rocket out of the unit to a destin unknown .
2478,"it hold a charg for a long time , be reason comfort under long-wear condit and the qualiti of sound be tremend ."
2479,i 'd like to return it .
2480,the keyboard be realli worthwhil in use and be sturdi enough i do n't expect ani problem .
2481,"verizon 's bill , howev , be difficult to understand even though their price plan be simpl ."
2482,"after charg overnight , these batteri work great ."
2483,you wo n't regret it !
2484,i love thi phone ! .
2485,a disappoint .
2486,it not user friendli .
2487,unfortun the abil to actual know you be receiv a call be a rather import featur and thi phone be piti in that respect .
2488,"then i exchang for the same phone , even that have the same problem ."
2489,thi result in the phone be either stick at max volum or mute .
2490,thi pda rock .
2491,"it be super charg up for use a a small hybrid palmtop/camera/cellphon , and excel in those role ."
2492,"i would definit recommend the jabra bt250v for those who be look for comfort , clariti and a great price !"
2493,i have verizon 2 year ago and realli like their servic .
2494,pretti piec of junk .
2495,plug be the wrong size .
2496,work a describ .
2497,save your money .... i 've have thi item for 11 month now .
2498,bad purchas .
2499,well im satisfi .
2500,"the bose nois cancel be amaz , which be veri import for a nyc commut ."
2501,thi batteri be an excel bargain !
2502,defect crap .
2503,i would have give no star if i be abl .
2504,i wear glass and it fit fine with them .
2505,"the sound qualiti for the devic be unacceptable.unless you be in a realli quiet area , you almost hear noth ."
2506,i would not recommend thi item to anyon .
2507,the holster that arriv do not match the photo in the ad .
2508,great ... no problem at all ! .
2509,"a an earli review note , plug in thi charger and noth happen ."
2510,thi frog phone charm be ador and veri eye catch .
2511,you never know if you push it hard enough or the right number of time for the function you want or not .
2512,the sound be clear and the peopl i talk to on it be amaz at the qualiti too .
2513,i get the aluminum case for my new palm vx and it work realli well -- it have protect my handheld perfectli so far .
2514,"veri good product , well make ."
2515,mobil phone tool be a must have .
2516,i be veri impress with the job that motorola do on the sturdi of thi phone .
2517,"i receiv my order well within the ship timefram , everyth be in good work order and overal , i be veri excit to have thi sourc ."
2518,the phone be sturdi and waterproof .
2519,i be not impress with thi and i would not recommend thi item to anyon .
2520,my onli complaint be the standard sound volum be a littl low even when turn up to 5 ( of 5 )
2521,thank again to amazon for have the thing i need for a good price !
2522,i end up slide it on the edg of my pant or back pocket instead .
2523,i have to go to a store and buy a new nokia phone which be work great .
2524,work great ! .
2525,realli ugli .
2526,"horribl , have to switch 3 time ."
2527,the nois shield be incredi .
2528,no real improv .
2529,razr batteri - good buy .
2530,keep up the good work amazon ! !
2531,they refus to refund or replac .
2532,unfortun it 's easi to accident activ them with the gentle-touch button if you accident touch the phone to your face while listen .
2533,so i basic throw my money out the window for noth .
2534,great case and price !
2535,all it take be one drop from about 6 inch abov the kitchen counter and it be cracked.i be not impress and i be not laugh .
2536,"bluetooth rang be good - a few day ago i leav my phone in the trunk , get a call , and carri the convers without a hitch ."
2537,"small , sleek , impress look , practic setup with ampl storag in place ."
2538,the eargel channel the sound directli into your ear and seem to increas the sound volum and clariti .
2539,none of the new one have ever quit work properli .
2540,i be glad i purchas it .
2541,i 've miss numer call becaus of thi reason .
2542,"perhap my phone be defect , but peopl can not hear me when i use thi ."
2543,do n't buy thi product .
2544,"suck , most of the stuff do not work with my phone ."
2545,"no shift , no bubbl , no peel , not even a scratch , noth ! i could n't be more happier with my new one for the droid ."
2546,bad softwar ever use .... if i could give thi zero star i would .
2547,tri to make a call on these be an exercis in frustrat .
2548,the case be a flimsi piec of plastic and have no front or side protect whatsoev .
2549,"i own a jabra earset and be veri happi with it , but the sound qualiti , especi outgo , on thi be well ."
2550,"i love the camera , it 's realli pretti good qualiti ."
2551,thank you for such great servic .
2552,it a total packag .
2553,"the seller be veri understand and patient , i would definit buy from them again ."
2554,i give wirefli 1 star.i will contact cingular/at & t ; and inform them of thi practic .
2555,it 's aggrav !
2556,great product for the price ! .
2557,"i have purchas these for both famili and friend , and all enjoy their clariti and eas of use"
2558,virgin wireless rock and so do thi cheap littl phone !
2559,"none of it work , just do n't buy it ."
2560,"muddi , low qualiti sound , and the case around the wire 's insert be poorli super glue and slide off ."
2561,pleas dont wast your money .
2562,"all in all , i 'm quit satisfi with thi purchas ."
2563,"if you be look for a good qualiti motorola headset keep look , thi be n't it ."
2564,yet plantroninc continu to use the same flaw charger design .
2565,disapoint result .
2566,cumbersom design .
2567,"great it be new packag nice work good , no problem and it come in less time then i expect ! ! ! !"
2568,great product .
2569,it 's a piec of crap !
2570,"my experi be terribl ..... thi be my fourth bluetooth headset , and while it be much more comfort than my last jabra ( which i hat ! ! !"
2571,thi fix all the problem .
2572,worst ever .
2573,i be veri happi
2574,"i 've have no troubl access the internet , download rington or perform ani of the function ."
2575,i can bare ever hear on it and be constantli say `` what ? ``
2576,the batteri life be highli unaccept .
2577,that compani be a joke .
2578,it do everyth the descript say it would .
2579,due to thi happen on everi call i be forc to stop use thi headset .
2580,"it work great with a car charger , especi if you can not plug in two adapt at the same time ."
2581,"verizon tech support walk my through a few procedur , none of which work and i end up have to do a hard re-set , wipe out all my data ."
2582,"voic qualiti , signal strength , drop call ."
2583,"it play louder than ani other speaker of thi size ; the price be so low that most would think the qualiti be lack , howev , it 's not ."
2584,good than expect .
2585,"it feel poorli construct , the menu be difficult to navig , and the button be so recess that it be difficult to push them ."
2586,batteri be hold up well .
2587,also difficult to put on.i 'd recommend avoid thi product .
2588,"i onli use it two day , and it be n't alway easi to hear with ."
2589,i get the car charger and not even after a week the charger be break ... i go to plug it in and it start smoke .
2590,sprint - terribl custom servic .
2591,link to my phone without effort .
2592,they be so cool !
2593,easi to use .
2594,good than new .
2595,"what posses me to get thi junk , i have no idea ..."
2596,piec of trash .
2597,a pretti good product .
2598,thi be a great phone ! .
2599,"for the price on amazon , it be an excel product , which i would highli recommend ."
2600,their research and develop divis obvious know what they 're do .
2601,"the real killer be the volum , and of cours it break ."
2602,those phone be work just fine now .
2603,i be more than happi with thi product .
2604,poor construct .
2605,thi be infuri .
2606,"overal , i would recommend thi phone over the new walkman ."
2607,sprint charg for thi servic .
2608,"it be cheap , and it feel and look just a cheap ."
2609,it fit my ear well and be comfort on .
2610,it do n't work in europ or asia .
2611,clip thi to your belt will deffinit make you feel like 50 cent 's up-and-com .
2612,i like design and look of jabra behe the ear headset and 5020 be pretti comfort to wear 24 hour a day without pain in the ear .
2613,i be amaz at the quick arriv of the two origin lg cell phone batteri and and at a fraction of the price .
2614,the bad phone from samsung ... crap ..... thi crappi samsung e715 .. be the bad i have ever seeen .
2615,the charger work for about a week and then complet stop charg my phone .
2616,poor product .
2617,howev i need some good instruct .
2618,you need two hand to oper the screen.thi softwar interfac be decad old and can not compet with new softwar design .
2619,work veri well pair with a treo 700w and a a skype headset on my pc ( use a usb bluetooth transceiv ) .
2620,"steer clear of thi product and go with the genuin palm replacementr pen , which come in a three-pack ."
2621,do not buy do not buyit suck
2622,thi be a great product ..... sure beat use your finger ! .
2623,"plu , i serious do not believ it be worth it steep price point ."
2624,all the other case i 've tri normal fall apart after a few month but thi one seem to be in for the long haul .
2625,veri dissapoint perform .
2626,do n't make the same mistak that i do and pleas do n't buy thi phone .
2627,thi phone might well be the bad i 've ever have in ani brand .
2628,case be more or less an extra that i origin put on but later discard becaus it scratch my ear .
2629,i recommend igo to anyon with differ brand cell phones/mp3 player in the famili .
2630,do n't bother - go to the store .
2631,"i post more detail comment under the grey or black phone , but i have the fire red and it 's a great color !"
2632,i do not have ani problem with thi item and would order it again if need .
2633,you get what you pay for i guess .
2634,"not onli do the softwar do a great job of thi , i could also make my own rington form my exist cd without an internet connect ."
2635,im surpris thi be a good qualiti car charger and there 's not much review about it .
2636,these be fabul !
2637,"howev , bt headset be current not good for real time game like first-person shooter sinc the audio delay mess me up ."
2638,i use bitpim ( a free program you can find on the internet ) to transfer data to the phone.th price of the cabl be excel .
2639,disappoint accessori from a good manufactur .
2640,"perform aw -- muffl , tinni incom sound and sever echo for those on the other end of the call ."
2641,veri wind-resist .
2642,"obvious they have a terribl custom servic , so you get what you pay for ."
2643,"they do not last forev , but be not overli expens to replace.easi to oper and the sound be much good than other i have tri ."
2644,"i contact the compani and they tell me that , although the unit be still under warranti , if i could n't produc my receipt i be out of luck ."
2645,linksi should have some way to exchang a bad phone for a refurb unit or someth !
2646,phone be sturdi a all nokia bar phone be .
2647,great phone .
2648,"when i place my treo into the case , not onli be it not snug , but there be a lot of extra room on the side ."
2649,i 'm pleas .
2650,batteri be terribl .
2651,i find the product to be easi to set up and use .
2652,the earpiec on thi be too larg or too heavi ... it keep fall out of my ear .
2653,utter crap .. sound qualiti be terribl .
2654,"the charger arriv within the promis timefram , but it do not work ."
2655,"no ear loop need , it 's tini and the sound be great ."
2656,"final , after three or four time the spring of the latch break and i could not use it ani longer on the visor ."
2657,"the handsfre part work fine , but then the car tri to download the address book , and the treo reboots.overal , i still rate thi devic high ."
2658,talk about useless custom servic .
2659,it felt too light and `` tinni . `` .
2660,thi do not fit the palm tungsten e2 and it break the first time i tri to plug it in .
2661,i 'm happi about thi purchase- good qualiti and low price .
2662,i love the look and feel of samsung flipphon .
2663,it well-design and veri sharp -- the blue be a veri nice color .
2664,do everyth it should and more .
2665,i could not recommend these more .
2666,nice sound .
2667,"look good in the pictur , but thi case be a huge disappoint ! !"
2668,much less than the jawbon i be go to replac it with .
2669,setup go veri smoothli .
2670,it extrem slow and take forev to do anyth with it .
2671,a must studi for anyon interest in the `` bad sin `` of industri design .
2672,the first thing that happen be that the track be off .
2673,"it be well make , easi to access the phone and have a handi , detach belt clip ."
2674,then i have to continu pair it period sinc it somehow keep drop .
2675,ca n't upload rington from a third parti .
2676,"bluetooth do not work , phone lock up , screen just flash up and now it just make call randomli while in my pocket lock ."
2677,truli aw .
2678,"it work fine on my motorola 325 cellphon , and a lot good than the worn-out batteri do ."
2679,the volum for the ringer be real good ( you have choic how loud ) .
2680,and none of the tone be accept .
2681,camera color balanc be aw .
2682,"thi product be clearli not readi for prime time , i do n't care how cool it look , if you ca n't tell a call be come in it 's worthless ."
2683,i love the rington becaus they be so upbeat !
2684,chines forgeri abound ! .
2685,easi to pair with my samsung cell .
2686,the instruct do n't explain that a microphon jack could be use .
2687,i would advis to not purchas thi item it never work veri well .
2688,too bad you have to pay up to $ $ $ a month for the servic !
2689,work well .
2690,the nokia ca-42 usb cabl do not work with my phone .
2691,clear crisp sound .
2692,"i have to use the small earpiec provid , but it stay on pretti well ."
2693,"the big complaint i have be , the batteri drain superfast ."
2694,the design might be ergonom in theori but i could not stand have these in my ear .
2695,do not buy if you want to use the holster .
2696,the phone can also take great pictur and even video clip .
2697,it do n't make you look cool .
2698,"becaus both ear be occupi , background be not distract at all ."
2699,"comfort fit - you need your headset to be comfort for at least an hour at a time , if not for an entir day ."
2700,"also , the phone do n't seem to accept anyth except cbr mp3 , prefer rip by window medium player ."
2701,you ca n't beat the price on these .
2702,"* come with a strong light that you can use to light up your camera shot , and even flash so signal ( serious !"
2703,lightweight and work well .
2704,so just bewar .
2705,i love thi cabl - it allow me to connect ani mini-usb devic to my pc .
2706,so anyon near you will hear part of your convers .
2707,thi be cool becaus most case be just open there allow the screen to get all scratch up .
2708,i buy thi phone a a replac for my startac and have regret it sinc .
2709,appear to actual outperform the origin batteri from china that come with my v325i .
2710,ca n't store anyth but phone number to sim .
2711,"it last less than 3o minut , if i actual tri to use the phone.mi wife have the same phone with the same problem ."
2712,poor qualiti .
2713,jabra ear gel `` r `` the best ! .
2714,not worth it .
2715,the phone crash complet and now i have to get it replac .
2716,"it quit work after i 'd use it for about 18 month , so i just purchas anoth one becaus thi be the best headset i 've ever own ."
2717,"unfortun it will not recharg my iphon 4 , despit connect it from multipl power sourc ( imac , extern batteri , wall outlet , etc ) ."
2718,it be a great phone .
2719,if you simpli want a small flip phone -- look elsewher a the extra bell & whistl be mediocr .
2720,"good valu , work fine - power via usb , car , or wall outlet ."
2721,my phone do n't slide around my car now and the grip prevent my phone from slip out of my hand .
2722,thi be simpli the best bluetooth headset for sound qualiti !
2723,think it over when you plan to own thi one ! thi sure be the last moto phone for me !
2724,"in the span of an hour , i have two peopl exclaim `` whoa - be that the new phone on tv ? ! ?"
2725,i have alway use cord headset and the freedom from the wireless be veri help .
2726,"thi case have pass the one year mark and while it show sign of wear , it be 100 % function ."
2727,"other than that , the leather be nice and soft ; the fit be veri tight ; the cut out for the face be a good shape ."
2728,it have everyth i need and i could n't ask for more .
2729,after receiv and use the product for just 2 day it break .
2730,thi product be great ... it make work a lot easi i can go to the copier while wait on hold for someth .
2731,none of the three size they send with the headset would stay in my ear .
2732,t-mobil have the best custom servic anywher .
2733,arriv quickli and much less expens than other be sell .
2734,we have tri 2 unit and they both fail within 2 month .. pro
2735,"provid good protect and look classi , too ."
2736,krussel alway good .
2737,"the tracfonewebsit be user friendli and make it easi toactiv , etc ."
2738,the design be veri good.4 .
2739,i great recept all the time .
2740,i would highli recommend thi product .
2741,"could n't use the unit with sunglass , not good in texa !"
2742,it dit not work most of the time with my nokia 5320 .
2743,"buy mainli for the charger , which break soon after purchas ."
2744,"if you like a loud buzz to overrid all your convers , then thi phone be for you !"
2745,fantast buy and will get again for whatev my next phone be
2746,"stay away from thi store , be care ."
2747,thi blueant supertooth hands-fre phone speaker be awesom .
2748,do not fit .
2749,.... item arriv quickli and work great with my metro pc samsung sch-r450 slider phone and soni premium sound in ear plug .
2750,"it be light , have plenti of batteri capac , and be veri confort to wear for somewhat extend period of time ."
2751,disappoint .
2752,blue ant be easi to use .
2753,cheap but hey it work .. be pleasantli supris give the low cost of thi item .
2754,the camera on the phone may be use a a dustpan when indoor ... i 'd rather be use a dispos then thi .
2755,then a few day later the a puff of smoke come out of the phone while in use .
2756,it 's veri conveni and simpl to use - get job do & make the car ride so much smoother .
2757,the nano state it.mi son be dissapoint .
2758,the sound qualiti be excel as well .
2759,it the best headset i have use .
2760,would not reccommend .
2761,they have be around for year and carri the high qualiti of anti-glar screen protector that i have find to date .
2762,just what i want .
2763,thi particular model would not work with my motorola q smartphon .
2764,wont work right or atleast for me .
2765,in addit it feel & amp ; look a if the phone be all lightweight cheap plastic .
2766,but now that it be `` out of warranti `` the same problem reoccure.bottom line ... put your money somewher els ... cingular will not support it .
2767,"i realli want the plantron 510 to be the right one , but it have too mani issu for me.th good"
2768,great product .
2769,crisp and clear .
2770,after the first charg keep go dead after 12 minut .
2771,"veri cheap plastic , creak like an old wooden floor ."
2772,"i get absolut horribl recept in my apart , where with other phone i have not have thi problem ."
2773,the recept have be gener good .
2774,"excel sound , batteri life and inconspicu to boot ! ."
2775,great bluetooth ! .
2776,i highli recommend thi case .
2777,worthwhil .
2778,thi be a great deal .
2779,"after my phone get to be about a year old , it 's be slowli break despit much care on my part ."
2780,i be sorri i make thi purchas .
2781,i buy these hop i could make my bluetooth headset fit well but these thing make it imposs to wear .
2782,treo and t-mobil refus to replac it again and forc me to buy anoth phone without ani kind of upgrad discount .
2783,it be horribl ! .
2784,i do n't think it would hold it too securli on your belt .
2785,thi allow the possibl of doubl book for the same date and time after the first .
2786,they work about 2 week then break .
2787,it be simpl to use and i like it .
